,signature,body,docstring,id
49766,@ExternalKotlinTargetApi fun DecoratedExternalKotlinTarget.sourcesJarTask(compilation: DecoratedExternalKotlinCompilation): TaskProvider<Jar>,"{
    return sourcesJarTask(compilation, componentName = lowerCamelCaseName(targetName, compilation.name.takeUnless { compilation.isMain() }), artifactNameAppendix = targetName.toLowerCaseAsciiOnly())
}","/**

 * Registers, or returns if already existing, a sources jar task that contains

 * all sources of the given compilation (see [includeSources])

 *

 * @since 1.9.20

 */",f15951:m83
43590,"fun BuildResult.assertNativeTasksCustomEnvironment(vararg tasksPaths: String, toolName: NativeToolKind = NativeToolKind.KONANC, assertions: (Map<String, String>) -> Unit)","tasksPaths.forEach { taskPath -> assertions(extractNativeCustomEnvironment(taskPath, toolName)) }","/**

 * Asserts environment variables of the given K/N compiler for given tasks' paths

 *

 * Note: Log level of output must be set to [LogLevel.INFO].

 *

 * @param tasksPaths tasks' paths, for which command line arguments should be checked with give assertions.

 * @param toolName name of build tool

 * @param assertions assertions, with will be applied to each command line arguments of each given task

 */",f13457:m657
58111,@kotlin.internal.InlineOnly public inline infix fun or(other: UByte): UByte,UByte(this.data or other.data),/** Performs a bitwise OR operation between the two values. */,f17059:m507
43620,"@OptIn(EnvironmentalVariablesOverride::class) fun TestProject.buildAndAssertAllTasks(registeredTasks: List<String> = emptyList(), notRegisteredTasks: List<String> = emptyList(), buildOptions: BuildOptions = this.buildOptions, environmentVariables: EnvironmentalVariables = EnvironmentalVariables())","{
    build(""tasks"", ""--all"", buildOptions = buildOptions, environmentVariables = environmentVariables) { assertTasksInBuildOutput(registeredTasks, notRegisteredTasks) }
}","/**

 * Builds test project with 'tasks --all' arguments and then

 * asserts that [registeredTasks] of the given tasks have been registered

 * and tasks from the [notRegisteredTasks] list have not been registered.

 *

 * @param registeredTasks The names of the tasks that should have been registered,

 *                          it could contain task paths as well, but without the first semicolon.

 * @param notRegisteredTasks An optional list of task names that should not have been registered,

 *                           it could contain task paths as well, but without the first semicolon.

 * @param environmentVariables environmental variables for build process

 * @throws AssertionError if any of the registered tasks do not match the expected task names,

 * or if any of the not-registered tasks were actually registered.

 */",f13463:m269
63642,"@SinceKotlin(""1.1"") @kotlin.internal.InlineOnly public actual inline fun minOf(a: Short, b: Short): Short","{
    return minOf(a.toInt(), b.toInt()).toShort()
}","/**

 * Returns the smaller of two values.

 */",f17406:m489
64117,"@SinceKotlin(""1.1"") @kotlin.internal.IntrinsicConstEvaluation public inline operator fun rem(other: Short): Int",this.toInt() % other.toInt(),"/**

     * Calculates the remainder of truncating division of this value (dividend) by the other value (divisor).

     *

     * The result is either zero or has the same sign as the _dividend_ and has the absolute value less than the absolute value of the divisor.

     */",f17455:m1317
14147,"@SinceKotlin(""1.3"") @Suppress(""UNCHECKED_CAST"") private inline fun <T> createCoroutineFromSuspendFunction(completion: Continuation<T>, crossinline block: (Continuation<T>) -> Any?): Continuation<Unit>","{
    val context = completion.context
    return if (context === EmptyCoroutineContext) object : RestrictedContinuationImpl(completion as Continuation<Any?>) {
        private var label = 0
    
        override fun invokeSuspend(result: Result<Any?>): Any? = when (label) {
            0 -> {
                label = 1
                result.getOrThrow()
                block(this)
            }
            1 -> {
                label = 2
                result.getOrThrow()
            }
            else -> error(""This coroutine had already completed"")
        }
    } else object : ContinuationImpl(completion as Continuation<Any?>, context) {
        private var label = 0
    
        override fun invokeSuspend(result: Result<Any?>): Any? = when (label) {
            0 -> {
                label = 1
                result.getOrThrow()
                block(this)
            }
            1 -> {
                label = 2
                result.getOrThrow()
            }
            else -> error(""This coroutine had already completed"")
        }
    }
}","/**

 * This function is used when [createCoroutineUnintercepted] encounters suspending lambda that does not extend BaseContinuationImpl.

 *

 * It happens in two cases:

 *   1. Callable reference to suspending function,

 *   2. Suspending function reference implemented by Java code.

 *

 * We must wrap it into an instance that extends [BaseContinuationImpl], because that is an expectation of all coroutines machinery.

 * As an optimization we use lighter-weight [RestrictedContinuationImpl] base class (it has less fields) if the context is

 * [EmptyCoroutineContext], and a full-blown [ContinuationImpl] class otherwise.

 *

 * The instance of [BaseContinuationImpl] is passed to the [block] so that it can be passed to the corresponding invocation.

 */",f3737:m411
15025,"@SinceKotlin(""1.1"") @kotlin.internal.InlineOnly public actual inline fun maxOf(a: Int, b: Int, c: Int): Int","{
    return maxOf(a, maxOf(b, c))
}","/**

 * Returns the greater of three values.

 */",f3836:m219
24999,"fun visitVariable(variable: Node, initializer: Node)","restartable(variable) { bindings, _, callBindingsOf ->
    val initializerBinding = callBindingsOf(initializer) ?: return@restartable
    val variableBindings = callBindingsOf(variable) ?: return@restartable
    bindings.unify(variable, variableBindings, initializerBinding)
}","/**

     * Infer the scheme of the variable from the scheme of the initializer.

     */",f9239:m745
56474,"@SinceKotlin(""1.1"") @kotlin.internal.InlineOnly public actual inline fun Byte.toString(radix: Int): String",this.toInt().toString(radix),"/**

 * Returns a string representation of this [Byte] value in the specified [radix].

 *

 * @throws IllegalArgumentException when [radix] is not a valid radix for number to string conversion.

 */",f16885:m23
61686,public infix fun UInt.until(to: UInt): UIntRange,"{
    if (to <= UInt.MIN_VALUE) return UIntRange.EMPTY
    return this .. (to - 1u).toUInt()
}","/**

 * Returns a range from this value up to but excluding the specified [to] value.

 *

 * If the [to] value is less than or equal to `this` value, then the returned range is empty.

 */",f17250:m41
63569,public actual operator fun DoubleArray.plus(elements: DoubleArray): DoubleArray,"{
    val thisSize = size
    val arraySize = elements.size
    val result = copyOfUninitializedElements(thisSize + arraySize)
    elements.copyInto(result, thisSize)
    return result
}","/**

 * Returns an array containing all elements of the original array and then all elements of the given [elements] array.

 */",f17396:m4579
57995,"@SinceKotlin(""1.5"") @WasExperimental(ExperimentalUnsignedTypes::class, ExperimentalStdlibApi::class) @kotlin.internal.InlineOnly public inline fun UInt.takeLowestOneBit(): UInt",toInt().takeLowestOneBit().toUInt(),"/**

 * Returns a number having a single bit set in the position of the least significant set bit of this [UInt] number,

 * or zero, if this number is zero.

 */",f17056:m83
54642,public actual fun ShortArray.elementAt(index: Int): Short,"{
    return elementAtOrElse(index) { throw IndexOutOfBoundsException(""index: $index, size: $size}"") }
}","/**

 * Returns an element at the given [index] or throws an [IndexOutOfBoundsException] if the [index] is out of bounds of this array.

 * 

 * @sample samples.collections.Collections.Elements.elementAt

 */",f16713:m73
7529,"fun Task.dependsOnKonanBuildingTask(artifact: String, target: KonanTarget)","{
    val buildTask = project.findKonanBuildTask(artifact, target)
    buildTask.get().apply {
        konanOldPluginTaskDependenciesWalker { dependsOnDist() }
        sameDependenciesAs(this@dependsOnKonanBuildingTask)
    }
    dependsOn(buildTask)
}","/**

 * Set dependency on [artifact] built by the Konan Plugin for the receiver task,

 * also make [artifact] depend on `dist` and all dependencies of the task to make [artifact] execute before the task.

 */",f3111:m531
11472,"private fun recognizeAndSaveOptionFullForm(candidate: String, argIterator: Iterator<String>): Boolean","{
    if (prefixStyle == OptionPrefixStyle.GNU && candidate == optionFullFormPrefix) {
        treatAsOption = false
        return false
    }
    if (!candidate.startsWith(optionFullFormPrefix)) return false
    val optionString = candidate.substring(optionFullFormPrefix.length)
    val argValue = if (prefixStyle == OptionPrefixStyle.GNU) null else options[optionString]
    if (argValue != null) {
        saveStandardOptionForm(argValue, argIterator)
        return true
    } else {
        if (prefixStyle == OptionPrefixStyle.GNU) {
            if (options[optionString]?.descriptor?.type?.hasParameter == false) {
                saveOptionWithoutParameter(options[optionString]!!)
                return true
            }
            val optionParts = optionString.split('=', limit = 2)
            if (optionParts.size != 2) return false
            if (options[optionParts[0]] != null) {
                saveAsOption(options[optionParts[0]]!!, optionParts[1])
                return true
            }
        }
    }
    return false
}","/**

     * Try to recognize and save command line element as full form of option.

     *

     * @param candidate string with candidate in options.

     * @param argIterator iterator over command line arguments.

     */",f3554:m779
49312,private fun KotlinToolingDiagnosticsCollector.reportForNonDefaultCompilations(compilations: Collection<KotlinCompilation<*>>),"{
    for (compilation in compilations) {
        if (compilation.target.platformType == KotlinPlatformType.androidJvm) continue
        val diagnostic = MultipleSourceSetRootsInCompilation(compilation, compilation.sourceSetRoots().map { it.name })
        report(compilation.project, diagnostic)
    }
}","/**

     * For non-default compilations, we don't know which of the multiple source set roots should win so report diagnostic differently

     */",f15802:m181
14980,@kotlin.internal.InlineOnly public actual inline fun <T> Array<T>.plusElement(element: T): Array<T>,"{
    return plus(element)
}","/**

 * Returns an array containing all elements of the original array and then the given [element].

 */",f3831:m4539
57144,"@SinceKotlin(""1.1"") @kotlin.internal.InlineOnly public actual inline fun maxOf(a: Float, b: Float): Float","{
    return Math.max(a, b)
}","/**

 * Returns the greater of two values.

 * 

 * If either value is `NaN`, returns `NaN`.

 */",f16966:m125
64283,@kotlin.internal.IntrinsicConstEvaluation public override operator fun compareTo(other: Float): Int,"{
    if (this > other) return 1
    if (this < other) return -1
    val thisBits = this.toBits()
    val otherBits = other.toBits()
    return thisBits.compareTo(otherBits)
}","/**

     * Compares this value with the specified value for order.

     * Returns zero if this value is equal to the specified other value, a negative number if it's less than other,

     * or a positive number if it's greater than other.

     */",f17455:m3917
